AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
0.0,5.399999619,18.0682184,148.8810357,5.399999619,-0.1916,40.0,48,102,785.5,5.550000191,15,-0.0539,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,17.64085776,148.934158,0.0,-0.1722,40.0,48,102,782.0,5.630000114,16,-0.0457,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,17.19822298,148.198323,0.0,-0.1661,39.60784531,48,102,783.0,5.610000134,16,-0.0353,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,16.7555882,147.0637622,0.0,-0.1728,39.60784531,48,102,780.5,5.550000191,16,-0.0366,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,16.31295342,145.5304758,0.0,-0.1864,39.2156868,48,102,783.0,5.630000114,16,-0.0335,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,15.82441899,142.0519204,0.0,-0.2299,39.2156868,48,102,780.5,5.519999981,16,-0.0437,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,15.33588455,138.087659,0.0,-0.2278,39.60784531,48,102,784.5,5.519999981,16,-0.0507,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,14.8320278,133.0346372,0.0,-0.2038,38.03921509,48,102,781.0,5.579999924,16,-0.0451,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,14.31283892,126.8175864,0.0,-0.2049,39.2156868,48,102,782.0,5.329999924,16,-0.0497,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,13.79365004,120.0519633,0.0,-0.2334,39.2156868,48,102,782.5,5.360000134,16,-0.0531,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,13.21304782,109.7319387,0.0,-0.2373,38.82352829,48,102,782.5,5.46999979,16,-0.061,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,12.6324456,98.72588826,0.0,-0.2281,38.4313736,48,102,780.5,5.46999979,16,-0.0624,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,12.08256577,88.66670455,0.0,-0.2009,39.60784531,48,102,782.0,5.550000191,16,-0.0477,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
0.0,5.399999619,11.57870901,80.27775339,0.0,-0.169,39.60784531,48,102,782.5,5.489999771,16,-0.0288,17.30838203,UnevenCondition,HighCongestionCondition,EvenPaceStyle
