AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
0.700000763,0.0,22.93499955,163.1118012,0.0,1.7521,29.01960754,80.0,103.0,750.0,4.239999771,31.0,-1.4729,14.49278164,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.600002289,0.0,22.37999957,169.8931485,0.0,1.6556,29.80392265,80.0,103.0,753.5,4.269999981,31.0,-1.3972,14.49278164,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.700000763,0.0,21.79499959,175.2920046,0.0,1.5546,29.80392265,80.0,103.0,748.0,4.239999771,31.0,-1.3636,14.49278164,UnevenCondition,LowCongestionCondition,EvenPaceStyle
1.0,0.0,21.17999963,179.0914544,0.0,1.4069,30.98039246,80.0,103.0,751.5,4.239999771,31.0,-1.2886,14.49278164,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.800003052,0.0,20.53499962,181.0690891,0.0,1.3808,30.58823586,80.0,103.0,752.5,4.300000191,31.0,-1.2318,14.49278164,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.700000763,0.0,19.8899996,182.2005711,0.0,1.2753,33.72549057,80.0,103.0,710.0,4.300000191,31.0,-1.0585,14.49278164,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.5,0.0,19.24499959,182.4859006,0.0,1.1706,41.96078491,80.0,103.0,769.5,4.360000134,31.0,-0.9738,14.49278164,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.200000763,0.0,18.59999958,181.9250775,0.0,1.1026,29.80392265,80.0,103.0,759.5,5.079999924,31.0,-0.8966,14.59339809,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,17.95499957,180.5181019,0.0,1.1609,30.19607925,80.0,103.0,752.0,4.360000134,31.0,-0.9497,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,17.35499957,180.0970844,0.0,1.1737,27.84313774,79.0,103.0,752.0,4.269999981,31.0,-0.9425,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,16.76999959,179.5170425,0.0,1.1523,28.62745094,79.0,103.0,752.0,4.190000057,31.0,-0.952,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,16.2149996,179.3392543,0.0,1.1597,27.84313774,79.0,103.0,755.5,4.190000057,31.0,-0.9576,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,15.71999962,180.4643307,0.0,1.175,28.23529434,79.0,103.0,746.5,4.269999981,31.0,-0.9598,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,15.26999962,182.2902626,0.0,1.1874,29.80392265,79.0,103.0,749.0,4.239999771,31.0,-0.9656,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,14.87999963,184.967381,0.0,1.1721,29.41176605,79.0,103.0,754.0,4.329999924,31.0,-0.9567,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,14.54999964,188.1991436,0.0,1.1819,29.01960754,79.0,103.0,751.0,4.239999771,31.0,-0.961,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.099998474,0.0,14.23499965,191.3656943,0.0,1.1699,29.01960754,79.0,103.0,751.5,4.269999981,31.0,-0.9649,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,13.93499965,194.468406,0.0,1.1791,29.01960754,79.0,103.0,754.5,4.159999847,31.0,-0.9573,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,13.58999967,196.8629399,0.0,1.1675,28.62745094,79.0,103.0,751.0,4.269999981,31.0,-0.9649,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,13.21499967,198.5046769,0.0,1.1697,28.62745094,79.0,103.0,751.0,4.329999924,31.0,-0.9599,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,12.79499969,198.8506432,0.0,1.1945,28.23529434,79.0,103.0,750.0,4.269999981,31.0,-0.9526,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,12.34499969,197.9994565,0.0,1.2234,29.80392265,78.0,103.0,748.5,4.21999979,31.0,-0.9515,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,11.8649997,195.7589143,0.0,1.2293,29.01960754,78.0,103.0,754.5,4.239999771,31.0,-0.9533,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,11.35499973,191.9313217,0.0,1.2621,28.62745094,78.0,103.0,751.5,4.269999981,31.0,-0.9392,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,10.84499975,187.5747123,0.0,1.2787,28.62745094,78.0,103.0,751.0,4.239999771,31.0,-0.9466,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,10.31999975,182.056873,0.0,1.3166,28.62745094,78.0,103.0,751.0,4.329999924,31.0,-1.0113,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,9.79499975,175.9784406,0.0,1.3708,29.41176605,78.0,103.0,757.0,4.159999847,31.0,-1.0189,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,9.29999977,170.639992,0.0,1.3322,31.37254906,78.0,103.0,755.0,4.159999847,31.0,-0.9836,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,8.84999977,166.5899917,0.0,1.3116,29.80392265,78.0,103.0,754.5,4.360000134,31.0,-0.9679,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,8.414999795,162.681628,0.0,1.3303,29.01960754,78.0,103.0,753.0,4.300000191,31.0,-0.9753,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,7.994999814,158.9272557,0.0,1.246,62.35294342,78.0,103.0,675.0,4.190000057,31.0,-0.8391,14.63128567,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,0.0,7.559999839,154.2624344,0.0,1.1119,78.4313736,78.0,102.0,675.0,4.769999981,32.0,-0.7492,14.66666603,UnevenCondition,LowCongestionCondition,EvenPaceStyle
0.0,6.299999714,7.184999847,146.4999349,6.299999714,0.9891,61.56863022,78.0,107.0,883.0,10.38000011,31.0,-0.6841,14.69922447,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-0.299999237,6.299999714,6.794999862,137.7665797,0.0,0.9799,0.0,78.0,107.0,1634.5,16.57999992,31.0,-0.6781,14.72633457,UnevenCondition,LowCongestionCondition,EvenPaceStyle
