AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
-1.09997559,7.656119347,19.78581511,241.0933507,-1.351080894,0.6523,23.52941132,58,99,902,5.210000038,16,0.0078,21.80326653,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.0,5.40432024,19.87588712,237.9554209,-2.251799107,0.6367,30.58823586,58,99,858,5.019999981,15,0.0195,21.80326653,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.39996338,2.026619911,19.90966411,236.6584208,-3.377700329,0.5273,29.41176605,58,99,812,4.510000229,15,0.0547,21.80326653,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.7000122,0.0,19.90966411,236.6584208,-2.026619911,0.375,39.2156868,58,99,760,6.230000019,15,0.125,21.80326653,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.09997559,0.0,19.90966411,236.6584208,0.0,0.2656,52.94117737,58,99,795,5.579999924,16,0.16,21.80326653,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.0,0.0,19.90966411,236.6584208,0.0,0.2148,23.92156982,58,99,1034,11.06000042,16,0.16,21.83045578,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.5,7.205760002,20.02976011,232.6606085,7.205760002,0.1523,23.52941132,58,101,1078,6.900000095,18,0.152,21.81996727,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.70001221,7.205760002,20.14985611,228.6334611,0.0,0.0,54.11764908,58,100,907,5.809999943,15,0.211,21.81579399,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.60003662,7.881299973,20.28121111,224.2854191,0.675539971,-0.0586,31.76470566,58,100,1177,9.760000229,18,0.258,21.83116341,SmoothCondition,LowCongestionCondition,EvenPaceStyle
2.39996338,8.556839943,20.42382511,219.6229281,0.67553997,-0.1992,25.09803963,58,101,1339,9.010000229,18,0.34,21.83112335,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.79998779,9.232379913,20.57769811,214.6516603,0.67553997,-0.2109,23.52941132,58,100,1415,8.479999542,18,0.34,21.79094124,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.5,9.90791893,20.74283009,209.3765147,0.675539017,-0.2734,34.50980377,58,100,1427,9.970000267,18,0.359,21.7548542,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.0,11.70935917,20.93798608,203.428268,1.80144024,-0.3671,3.137254953,58,102,1786,16.80999947,19,0.316,21.73467636,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5,12.61007977,21.14815408,197.1283448,0.9007206,-0.5781,3.137254953,58,106,1026,10.69999981,19,0.398,21.68299294,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.30004882,13.28561974,21.36958107,190.5458572,0.67553997,-0.6757,81.5686264,58,106,1293,15.46000004,18,0.457,21.64260864,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.09997559,18.01440048,21.55347808,187.1930571,4.72878074,-0.5898,68.23529816,58,116,1597,20.87000084,20,0.41,21.65919876,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.60003662,22.9683609,21.74112811,185.548692,4.95396042,-0.5507,42.74509811,58,125,1857,21.68000031,21,0.426,21.66163826,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.90002442,25.89570045,21.91001312,185.2064267,2.92733955,-0.5586,31.37254906,59,121,1954,15.15999985,20,0.414,21.61458397,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.29998779,27.69713783,22.09391011,185.2731033,1.80143738,-0.5468,12.54901981,59,109,1951,13.44999981,18,0.414,21.56209946,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.2000122,27.69713783,22.22526511,185.6997355,0.0,-0.5742,12.54901981,59,106,1901,13.26000023,17,0.426,21.55139542,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.2000122,26.79641914,22.30407812,186.0471578,-0.90071869,-0.664,16.07843208,59,104,1873,12.39000034,17,0.453,21.532444,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.0,26.3460598,22.34536112,186.280821,-0.45035934,-0.6757,18.4313736,59,104,1857,12.14999962,17,0.457,21.52098656,SmoothCondition,LowCongestionCondition,AggressiveStyle
